Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance
41,Non-Travel,Sales,10,2,Life Sciences,4,Male,3,Sales Executive,4,Single,6230,13430,7,4,16,3,3
35,Travel_Rarely,Sales,1,3,Marketing,2,Male,3,Sales Executive,3,Married,4717,18659,9,3,15,2,3
40,Travel_Rarely,Research & Development,6,3,Life Sciences,2,Female,3,Manufacturing Director,3,Single,13237,20364,7,3,22,3,3
39,Travel_Frequently,Research & Development,8,1,Life Sciences,3,Female,3,Laboratory Technician,3,Married,3755,17872,1,1,8,3,3
31,Travel_Rarely,Sales,2,1,Life Sciences,2,Male,3,Sales Executive,4,Single,6582,8346,4,3,10,2,4
42,Travel_Rarely,Research & Development,24,3,Medical,4,Male,3,Manufacturing Director,1,Married,7406,6950,1,4,10,5,2
45,Travel_Rarely,Sales,2,3,Other,4,Male,3,Sales Executive,2,Married,4805,16177,0,2,9,3,4
26,Travel_Frequently,Human Resources,17,4,Life Sciences,2,Female,3,Human Resources,3,Divorced,2741,22808,0,2,8,2,2
29,Travel_Rarely,Research & Development,19,3,Technical Degree,4,Male,3,Manufacturing Director,4,Divorced,4262,22645,4,2,8,2,4
33,Travel_Rarely,Research & Development,1,5,Medical,1,Female,4,Research Director,3,Divorced,16184,22578,4,3,10,2,3
31,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,2,Manager,4,Divorced,11557,25291,9,3,10,3,2
18,Travel_Frequently,Sales,5,3,Marketing,2,Male,3,Sales Representative,2,Single,1878,8059,1,4,0,3,3
40,Non-Travel,Sales,28,3,Other,3,Male,1,Sales Executive,1,Divorced,10932,11373,3,3,20,2,3
41,Non-Travel,Research & Development,2,4,Other,1,Female,2,Healthcare Representative,3,Single,6811,2112,2,1,10,3,3
26,Travel_Rarely,Sales,29,2,Medical,1,Male,3,Sales Executive,3,Divorced,4306,4267,5,1,8,5,3
35,Travel_Rarely,Sales,1,3,Medical,1,Female,3,Sales Executive,3,Single,4859,6698,1,4,5,3,3
34,Travel_Rarely,Sales,21,4,Life Sciences,4,Male,4,Sales Executive,4,Single,5337,19921,1,4,10,3,3
26,Travel_Rarely,Research & Development,24,3,Technical Degree,3,Male,1,Laboratory Technician,4,Single,2340,23213,1,2,1,3,1
37,Travel_Rarely,Research & Development,1,3,Technical Degree,2,Female,3,Manufacturing Director,4,Single,7491,23848,4,4,12,3,4
46,Travel_Frequently,Research & Development,18,1,Medical,1,Female,3,Healthcare Representative,3,Married,10527,8984,5,4,28,3,2
41,Travel_Rarely,Sales,2,5,Life Sciences,2,Female,3,Manager,1,Married,16595,5626,7,2,22,2,3
37,Non-Travel,Sales,9,4,Medical,1,Male,3,Sales Executive,2,Divorced,8834,24666,1,4,9,6,3
52,Travel_Rarely,Research & Development,6,2,Technical Degree,4,Male,3,Research Scientist,1,Divorced,5577,22087,3,2,18,3,3
32,Non-Travel,Sales,11,4,Other,4,Male,4,Sales Executive,3,Married,4707,23914,8,4,6,2,3
24,Travel_Frequently,Sales,24,3,Medical,4,Male,3,Sales Representative,4,Married,2400,5530,0,3,3,3,3
38,Travel_Rarely,Research & Development,10,3,Medical,3,Female,3,Healthcare Representative,3,Married,9824,22174,3,3,18,4,3
37,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,3,Manufacturing Director,2,Married,6447,15701,6,2,8,2,2
49,Travel_Rarely,Research & Development,18,4,Life Sciences,4,Male,2,Research Director,3,Divorced,19502,2125,1,3,31,5,3
24,Travel_Rarely,Research & Development,23,3,Medical,2,Male,4,Research Scientist,4,Married,2725,21630,1,2,6,3,3
26,Travel_Rarely,Sales,28,2,Marketing,1,Male,3,Sales Executive,2,Married,6272,7428,1,4,6,5,4
24,Travel_Rarely,Research & Development,17,2,Other,4,Male,2,Laboratory Technician,2,Married,2127,9100,1,4,1,2,3
50,Travel_Frequently,Human Resources,3,3,Medical,1,Male,3,Manager,2,Married,18200,7999,1,3,32,2,3
25,Travel_Rarely,Sales,13,1,Medical,2,Male,3,Sales Representative,3,Married,2096,26376,1,3,7,1,3
24,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Female,3,Laboratory Technician,3,Married,2886,14168,1,4,6,4,3
30,Travel_Frequently,Sales,12,4,Life Sciences,2,Male,2,Sales Representative,1,Married,2033,14470,1,3,1,2,4
34,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Male,2,Research Scientist,4,Married,3622,22794,1,4,6,3,3
31,Travel_Rarely,Sales,13,4,Medical,2,Male,3,Sales Executive,1,Divorced,4233,11512,2,3,9,2,1
35,Travel_Rarely,Research & Development,25,2,Other,1,Male,2,Laboratory Technician,4,Single,3681,14004,4,4,9,3,3
31,Travel_Rarely,Sales,6,4,Medical,1,Male,4,Sales Executive,4,Divorced,5460,6219,4,4,13,4,4
27,Travel_Rarely,Research & Development,6,4,Medical,1,Female,2,Research Scientist,3,Divorced,2187,5013,0,3,6,5,2
37,Travel_Rarely,Sales,2,3,Marketing,4,Male,3,Sales Executive,3,Married,9602,3010,4,3,17,3,2
20,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,Research Scientist,2,Single,2836,11757,1,4,1,0,4
42,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Female,3,Healthcare Representative,4,Married,4089,5718,1,2,10,4,3
43,Travel_Rarely,Research & Development,6,4,Other,2,Male,2,Research Director,4,Divorced,16627,2671,4,3,21,3,2
38,Travel_Rarely,Research & Development,1,1,Life Sciences,3,Female,3,Research Scientist,1,Single,2619,14561,3,4,8,3,2
43,Travel_Frequently,Research & Development,9,5,Medical,4,Male,3,Laboratory Technician,3,Divorced,5679,19627,3,2,10,3,3
48,Travel_Rarely,Research & Development,1,4,Life Sciences,4,Female,2,Manager,1,Married,15402,17997,7,1,21,3,1
44,Travel_Rarely,Human Resources,1,4,Life Sciences,1,Female,2,Human Resources,3,Single,5985,26894,4,2,10,1,4
34,Travel_Rarely,Sales,14,3,Technical Degree,3,Female,3,Sales Representative,3,Divorced,2579,2912,1,4,8,3,3
27,Travel_Rarely,Sales,2,1,Marketing,3,Male,3,Sales Representative,1,Divorced,3041,16346,0,2,5,3,3
21,Travel_Rarely,Sales,22,1,Technical Degree,3,Male,3,Sales Representative,3,Single,3447,24444,1,3,3,2,3
44,Travel_Rarely,Research & Development,3,4,Other,4,Male,3,Manager,4,Married,19513,9358,4,1,26,2,4
22,Travel_Rarely,Research & Development,6,1,Medical,1,Male,3,Research Scientist,3,Married,2773,12145,0,4,3,3,3
33,Travel_Rarely,Sales,8,4,Marketing,3,Male,3,Sales Executive,3,Divorced,7104,20431,0,4,6,3,3
32,Travel_Rarely,Research & Development,9,4,Life Sciences,1,Female,3,Research Scientist,4,Married,6322,18089,1,4,6,2,2
30,Travel_Frequently,Research & Development,3,3,Medical,3,Female,3,Research Scientist,3,Divorced,2083,22653,1,3,1,2,3
53,Travel_Rarely,Sales,1,1,Medical,4,Female,3,Sales Executive,1,Single,8381,7507,7,4,18,2,4
34,Travel_Rarely,Research & Development,1,5,Life Sciences,2,Male,3,Research Scientist,4,Married,2691,7660,1,4,10,4,2
45,Travel_Frequently,Sales,26,4,Life Sciences,1,Female,3,Sales Executive,1,Married,4286,5630,2,4,5,4,3
26,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Female,3,Laboratory Technician,4,Married,2659,17759,1,3,3,2,3
37,Travel_Rarely,Research & Development,3,3,Other,3,Male,3,Manufacturing Director,3,Married,9434,9606,1,3,10,2,3
29,Travel_Rarely,Sales,3,2,Medical,2,Female,3,Sales Executive,3,Married,5561,3487,1,1,6,5,2
35,Travel_Rarely,Research & Development,6,4,Life Sciences,2,Male,1,Research Scientist,4,Single,6646,19368,1,2,17,3,3
33,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,3,Healthcare Representative,4,Divorced,7725,5335,3,3,15,2,1
54,Travel_Rarely,Human Resources,19,4,Medical,3,Male,3,Human Resources,2,Married,10725,6729,2,3,16,1,4
36,Travel_Rarely,Research & Development,9,2,Medical,2,Male,2,Manufacturing Director,2,Divorced,8847,13934,2,3,13,2,3
27,Travel_Rarely,Research & Development,3,4,Medical,1,Male,2,Research Scientist,4,Single,2045,15174,0,4,5,0,3
20,Travel_Rarely,Research & Development,10,1,Medical,4,Male,3,Research Scientist,3,Single,1009,26999,1,4,1,5,3
33,Travel_Frequently,Research & Development,3,3,Life Sciences,1,Male,3,Research Scientist,1,Single,3348,3164,1,1,10,3,3
35,Non-Travel,Research & Development,3,3,Life Sciences,3,Male,2,Laboratory Technician,3,Married,1281,16900,1,3,1,3,3
23,Travel_Rarely,Research & Development,4,3,Medical,1,Male,4,Research Scientist,1,Married,2819,8544,2,1,5,3,4
25,Travel_Rarely,Sales,8,3,Life Sciences,4,Male,4,Sales Executive,2,Married,4851,15678,0,3,4,4,3
38,Travel_Rarely,Sales,7,4,Marketing,4,Female,2,Sales Executive,4,Single,4028,7791,0,1,8,2,3
29,Travel_Frequently,Research & Development,1,4,Life Sciences,2,Male,1,Research Scientist,4,Divorced,2720,18959,1,4,10,5,3
48,Travel_Rarely,Sales,2,1,Marketing,2,Male,4,Sales Executive,2,Married,8120,18597,3,4,12,3,3
27,Travel_Frequently,Sales,3,1,Medical,4,Female,4,Sales Executive,4,Divorced,4647,16673,1,2,6,3,3
37,Travel_Rarely,Research & Development,10,2,Life Sciences,4,Male,4,Research Scientist,4,Single,4680,15232,3,1,4,2,3
50,Travel_Rarely,Research & Development,28,1,Medical,4,Male,4,Laboratory Technician,3,Married,3221,3297,1,3,20,3,3
34,Travel_Rarely,Research & Development,9,3,Medical,4,Female,2,Healthcare Representative,2,Single,8621,17654,1,2,9,3,4
24,Travel_Rarely,Sales,3,2,Life Sciences,1,Female,3,Sales Executive,3,Single,4577,24785,9,1,4,3,3
39,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Female,2,Healthcare Representative,3,Single,4553,20978,1,1,20,4,3
32,Travel_Rarely,Sales,10,3,Marketing,4,Male,3,Sales Executive,4,Single,5396,21703,1,4,10,2,2
50,Travel_Frequently,Sales,8,2,Technical Degree,2,Male,3,Sales Executive,3,Married,6796,23452,3,1,18,4,3
38,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,4,Healthcare Representative,4,Single,7625,19383,0,3,10,4,2
27,Travel_Rarely,Research & Development,1,2,Life Sciences,3,Female,3,Manufacturing Director,1,Married,7412,6009,1,4,9,3,3
32,Travel_Rarely,Research & Development,3,2,Life Sciences,3,Female,3,Research Director,4,Single,11159,19373,3,4,10,6,3
47,Travel_Rarely,Sales,14,4,Marketing,4,Male,3,Sales Executive,1,Single,4960,11825,2,4,20,2,3
40,Travel_Frequently,Sales,5,4,Life Sciences,4,Male,2,Sales Executive,1,Married,10475,23772,5,3,20,2,3
53,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Male,4,Research Director,3,Married,14814,13514,3,3,32,3,3
41,Travel_Rarely,Human Resources,10,4,Human Resources,2,Male,2,Manager,4,Divorced,19141,8861,3,2,23,2,2
60,Travel_Rarely,Sales,16,4,Marketing,1,Male,3,Sales Executive,1,Single,5405,11924,8,4,10,1,3
27,Travel_Frequently,Research & Development,10,2,Life Sciences,4,Male,3,Manufacturing Director,1,Divorced,8793,4809,1,3,9,4,2
41,Travel_Rarely,Human Resources,1,3,Human Resources,4,Male,2,Manager,3,Married,19189,19562,1,2,22,3,3
50,Travel_Rarely,Sales,8,4,Marketing,4,Male,3,Sales Representative,2,Married,3875,9983,7,4,4,2,3
28,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,1,Research Scientist,2,Single,2216,3872,7,4,10,4,3
36,Non-Travel,Research & Development,8,3,Life Sciences,1,Female,4,Research Director,1,Married,11713,20335,9,1,10,2,3
38,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Female,3,Manufacturing Director,3,Single,7861,15397,4,4,10,4,4
44,Non-Travel,Research & Development,24,3,Medical,1,Male,1,Laboratory Technician,3,Single,3708,2104,2,3,9,5,3
47,Travel_Frequently,Sales,3,3,Medical,4,Female,3,Sales Executive,3,Divorced,13770,10225,9,4,28,2,2
30,Travel_Rarely,Sales,27,5,Marketing,3,Male,3,Sales Executive,4,Divorced,5304,25275,7,4,10,2,2
29,Travel_Rarely,Sales,10,3,Life Sciences,3,Male,3,Sales Representative,3,Single,2642,2755,1,3,1,6,3
42,Travel_Frequently,Research & Development,19,3,Medical,3,Male,4,Research Scientist,3,Divorced,2759,20366,6,4,7,2,3
43,Travel_Frequently,Sales,15,3,Life Sciences,4,Male,2,Sales Executive,4,Married,6804,23683,3,3,7,5,3
34,Travel_Rarely,Research & Development,8,2,Medical,2,Female,3,Healthcare Representative,3,Single,6142,7360,3,4,10,2,3
23,Travel_Rarely,Research & Development,9,1,Medical,2,Male,3,Laboratory Technician,1,Married,2500,4344,1,4,5,2,4
39,Travel_Rarely,Human Resources,3,3,Human Resources,3,Female,4,Human Resources,2,Married,6389,18767,9,3,12,3,1
56,Travel_Rarely,Research & Development,9,3,Medical,3,Male,3,Healthcare Representative,4,Married,11103,20420,7,3,30,1,2
40,Travel_Rarely,Research & Development,2,1,Medical,4,Female,2,Research Scientist,4,Single,2342,22929,0,4,5,2,2
27,Travel_Rarely,Research & Development,7,3,Medical,4,Female,2,Healthcare Representative,1,Single,6811,23398,8,1,9,2,1
29,Travel_Rarely,Sales,10,3,Marketing,4,Male,3,Sales Representative,2,Divorced,2297,17967,1,4,2,2,3
53,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,3,Laboratory Technician,4,Single,2450,10919,2,4,19,4,3
35,Non-Travel,Research & Development,2,4,Life Sciences,4,Female,3,Healthcare Representative,1,Divorced,5093,4761,2,1,16,2,4
32,Travel_Frequently,Research & Development,24,4,Life Sciences,1,Male,3,Laboratory Technician,4,Married,5309,21146,1,4,10,2,3
38,Travel_Rarely,Research & Development,2,5,Medical,4,Male,3,Research Scientist,3,Married,3057,20471,6,2,6,0,1
34,Travel_Rarely,Research & Development,8,5,Life Sciences,2,Female,3,Manufacturing Director,1,Divorced,5121,4187,3,3,7,3,3
52,Travel_Rarely,Sales,3,4,Marketing,3,Male,2,Manager,1,Married,16856,10084,1,1,34,3,4
33,Travel_Rarely,Research & Development,1,4,Other,4,Male,3,Research Scientist,4,Single,2686,5207,1,3,10,2,2
25,Travel_Rarely,Sales,26,1,Medical,3,Female,3,Sales Executive,4,Single,6180,22807,1,2,6,5,2
45,Travel_Rarely,Sales,2,2,Technical Degree,2,Male,1,Sales Representative,3,Single,6632,12388,0,1,9,3,3
23,Travel_Rarely,Research & Development,10,1,Medical,1,Male,4,Research Scientist,3,Single,3505,19630,1,4,2,3,3
47,Travel_Frequently,Sales,27,2,Life Sciences,2,Female,4,Sales Executive,3,Single,6397,10339,4,4,8,2,3
34,Travel_Rarely,Sales,2,3,Other,4,Male,3,Sales Executive,4,Single,6274,18686,1,3,6,5,3
55,Travel_Rarely,Research & Development,2,3,Medical,4,Male,3,Manager,1,Married,19859,21199,5,4,24,2,3
36,Non-Travel,Sales,8,4,Life Sciences,1,Male,2,Sales Executive,1,Single,7587,14229,1,2,10,1,3
52,Non-Travel,Research & Development,19,4,Medical,4,Male,3,Research Scientist,4,Married,4258,26589,0,1,5,3,3
26,Travel_Frequently,Research & Development,1,2,Life Sciences,1,Female,1,Laboratory Technician,4,Divorced,4364,5288,3,1,5,2,3
29,Travel_Rarely,Research & Development,27,3,Medical,2,Female,3,Healthcare Representative,3,Married,4335,25549,4,1,11,3,2
26,Travel_Rarely,Sales,8,3,Technical Degree,4,Male,2,Sales Executive,1,Single,5326,3064,6,3,6,2,2
34,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,4,Research Scientist,4,Single,3280,13551,2,3,10,2,3
54,Travel_Rarely,Research & Development,19,4,Medical,4,Female,3,Manufacturing Director,1,Divorced,5485,22670,9,2,9,4,3
27,Travel_Frequently,Sales,8,1,Marketing,3,Male,3,Sales Executive,4,Married,4342,24008,0,2,5,3,3
37,Travel_Rarely,Research & Development,10,1,Life Sciences,4,Female,3,Research Scientist,1,Divorced,2782,19905,0,2,6,3,2
38,Travel_Frequently,Research & Development,2,4,Life Sciences,1,Female,4,Manufacturing Director,1,Single,5980,26085,6,4,17,2,3
34,Travel_Rarely,Research & Development,2,4,Medical,3,Female,2,Research Scientist,1,Single,4381,7530,1,3,6,3,3
35,Travel_Rarely,Sales,8,4,Life Sciences,1,Female,3,Sales Representative,4,Married,2572,20317,1,2,3,1,2
30,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,1,Laboratory Technician,3,Married,3833,24375,3,3,7,2,3
40,Travel_Frequently,Research & Development,2,2,Medical,3,Female,4,Healthcare Representative,2,Married,4244,9931,1,4,8,2,3
34,Travel_Rarely,Sales,8,2,Life Sciences,3,Female,3,Sales Executive,1,Married,6500,13305,5,2,6,1,3
42,Travel_Frequently,Research & Development,8,3,Life Sciences,2,Male,3,Manager,4,Divorced,18430,16225,1,2,24,4,2
23,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Male,4,Laboratory Technician,1,Married,1601,3445,1,3,1,2,3
24,Non-Travel,Research & Development,9,3,Life Sciences,3,Male,2,Laboratory Technician,2,Divorced,2694,26551,1,3,1,4,3
52,Travel_Rarely,Research & Development,11,4,Life Sciences,4,Female,3,Laboratory Technician,3,Married,3149,21821,8,2,9,3,3
50,Travel_Rarely,Research & Development,2,3,Medical,3,Male,3,Research Director,3,Married,17639,6881,5,4,30,3,3
29,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Female,2,Laboratory Technician,1,Married,2319,6689,1,4,1,1,3
33,Travel_Rarely,Research & Development,7,3,Medical,3,Male,3,Research Director,3,Married,11691,25995,0,4,14,3,4
33,Travel_Rarely,Sales,16,3,Marketing,1,Female,3,Sales Executive,1,Single,5324,26507,5,3,6,3,3
47,Travel_Rarely,Research & Development,2,2,Other,3,Female,3,Manager,4,Married,16752,12982,1,3,26,3,2
36,Travel_Rarely,Research & Development,1,3,Other,3,Female,3,Manufacturing Director,2,Married,5228,23361,0,1,10,2,3
29,Travel_Rarely,Research & Development,23,2,Life Sciences,3,Male,4,Research Scientist,3,Married,2700,23779,1,3,10,3,3
58,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,3,Research Director,2,Single,19246,25761,7,4,40,2,3
35,Travel_Rarely,Research & Development,1,4,Life Sciences,4,Female,4,Research Scientist,3,Single,2506,13301,3,3,7,0,3
42,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Female,2,Manufacturing Director,4,Married,6062,4051,9,4,8,4,3
28,Travel_Rarely,Research & Development,2,4,Medical,3,Male,3,Research Scientist,3,Single,4382,16374,6,4,5,3,2
36,Travel_Rarely,Human Resources,13,3,Human Resources,3,Male,3,Human Resources,2,Married,2143,25527,4,2,8,2,3
32,Travel_Rarely,Research & Development,4,3,Life Sciences,3,Female,2,Manufacturing Director,3,Married,6162,19124,1,3,14,3,3
40,Travel_Frequently,Research & Development,16,4,Medical,1,Male,2,Laboratory Technician,3,Single,5094,11983,6,4,10,6,3
30,Travel_Rarely,Research & Development,2,3,Medical,3,Female,2,Manufacturing Director,4,Single,6877,20234,5,2,12,4,2
45,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Female,2,Research Scientist,3,Single,2274,6153,1,4,1,3,3
42,Travel_Rarely,Research & Development,29,3,Life Sciences,2,Male,3,Manufacturing Director,2,Married,4434,11806,1,4,10,3,2
38,Travel_Frequently,Research & Development,12,3,Life Sciences,1,Male,2,Healthcare Representative,1,Divorced,6288,4284,2,3,13,3,2
34,Travel_Frequently,Research & Development,16,4,Life Sciences,3,Female,2,Research Scientist,4,Single,2553,8306,1,3,6,3,3
49,Travel_Rarely,Sales,11,3,Marketing,3,Female,3,Sales Executive,4,Married,7654,5860,1,1,9,3,4
55,Travel_Rarely,Sales,2,1,Medical,3,Male,3,Sales Executive,4,Single,5160,21519,4,3,12,3,2
43,Travel_Rarely,Research & Development,14,2,Life Sciences,2,Male,3,Research Director,1,Married,17159,5200,6,3,22,3,3
27,Travel_Rarely,Research & Development,5,1,Technical Degree,3,Male,2,Research Director,4,Divorced,12808,8842,1,2,9,3,3
35,Travel_Rarely,Research & Development,7,3,Other,3,Male,3,Manufacturing Director,3,Single,10221,18869,3,2,17,3,4
28,Travel_Rarely,Sales,2,4,Marketing,2,Female,3,Sales Executive,2,Married,4779,3698,1,1,8,2,3
34,Travel_Rarely,Human Resources,3,2,Human Resources,3,Male,3,Human Resources,4,Married,3737,2243,0,3,4,1,1
26,Travel_Frequently,Research & Development,5,2,Medical,3,Female,2,Research Scientist,3,Married,2366,20898,1,1,8,2,3
27,Non-Travel,Research & Development,3,3,Medical,4,Male,3,Research Scientist,4,Married,1706,16571,1,3,0,6,2
51,Travel_Rarely,Sales,26,4,Marketing,1,Female,3,Manager,3,Married,16307,5594,2,3,29,2,2
44,Travel_Rarely,Research & Development,4,3,Medical,4,Male,3,Healthcare Representative,2,Single,5933,5197,9,4,10,2,2
25,Travel_Rarely,Research & Development,2,1,Medical,1,Male,4,Research Scientist,1,Single,3424,21632,7,3,6,3,2
33,Travel_Rarely,Sales,1,3,Medical,1,Male,4,Sales Executive,1,Divorced,4037,21816,1,1,9,5,3
35,Travel_Rarely,Research & Development,27,1,Medical,3,Female,2,Research Scientist,1,Single,2559,17852,1,4,6,3,2
36,Travel_Rarely,Sales,1,2,Life Sciences,2,Male,3,Sales Executive,4,Married,6201,2823,1,4,18,1,2
32,Travel_Rarely,Sales,13,4,Life Sciences,2,Male,3,Sales Executive,4,Divorced,4403,9250,2,3,8,3,2
30,Travel_Frequently,Research & Development,5,4,Life Sciences,2,Male,2,Research Scientist,4,Divorced,3761,2373,9,2,10,3,2
53,Travel_Rarely,Sales,7,2,Marketing,1,Female,2,Sales Executive,4,Married,10934,20715,7,4,35,3,3
45,Travel_Rarely,Sales,9,3,Marketing,4,Male,3,Sales Executive,1,Divorced,10761,19239,4,3,18,2,3
32,Travel_Rarely,Research & Development,8,2,Medical,3,Female,4,Research Scientist,3,Married,5175,22162,5,3,9,3,2
52,Travel_Frequently,Research & Development,25,4,Medical,3,Female,2,Manufacturing Director,4,Married,13826,19028,3,3,31,3,3
37,Travel_Rarely,Sales,16,4,Marketing,4,Male,2,Sales Executive,3,Divorced,6334,24558,4,4,9,2,3
28,Travel_Rarely,Human Resources,8,2,Medical,2,Male,2,Human Resources,4,Divorced,4936,23965,1,4,6,6,3
22,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,2,Manufacturing Director,4,Married,4775,19146,6,1,4,2,1
44,Travel_Rarely,Research & Development,8,4,Life Sciences,1,Male,4,Laboratory Technician,4,Married,2818,5044,2,3,10,2,2
42,Travel_Frequently,Research & Development,2,1,Medical,2,Male,3,Research Scientist,4,Single,2515,9068,5,4,8,2,3
36,Travel_Rarely,Human Resources,8,3,Life Sciences,1,Male,2,Human Resources,1,Married,2342,8635,0,3,6,3,3
25,Travel_Rarely,Sales,3,1,Other,3,Male,3,Sales Executive,1,Married,4194,14363,1,4,5,3,3
35,Travel_Rarely,Research & Development,9,3,Life Sciences,4,Female,2,Manufacturing Director,3,Married,10685,23457,1,2,17,2,3
35,Travel_Frequently,Research & Development,25,4,Life Sciences,4,Female,3,Research Scientist,2,Divorced,2022,16612,1,1,10,3,2
32,Non-Travel,Research & Development,1,3,Life Sciences,4,Male,3,Laboratory Technician,4,Divorced,2314,9148,0,2,4,2,3
25,Travel_Rarely,Sales,4,1,Marketing,3,Male,2,Sales Executive,1,Married,4256,18154,1,1,5,1,4
49,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,3,Research Scientist,1,Married,3580,10554,2,2,7,2,3
24,Non-Travel,Research & Development,4,1,Life Sciences,1,Male,2,Laboratory Technician,4,Married,3162,10778,0,4,6,2,2
32,Travel_Frequently,Sales,5,2,Life Sciences,2,Male,3,Sales Executive,2,Married,6524,8891,1,4,10,3,3
38,Travel_Rarely,Sales,9,3,Marketing,2,Male,2,Sales Representative,2,Married,2899,12102,0,4,3,3,3
42,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Female,4,Laboratory Technician,4,Married,5231,23726,2,2,17,1,2
31,Travel_Rarely,Research & Development,11,4,Life Sciences,4,Male,3,Research Scientist,4,Married,2356,14871,3,2,8,2,3
29,Travel_Rarely,Sales,1,3,Medical,2,Female,2,Sales Representative,3,Divorced,2800,23522,6,3,5,3,3
53,Travel_Rarely,Sales,8,3,Marketing,1,Male,3,Sales Executive,4,Married,11836,22789,5,3,28,3,3
35,Travel_Rarely,Research & Development,25,3,Technical Degree,4,Male,2,Manufacturing Director,2,Married,10903,9129,3,1,16,2,3
37,Travel_Frequently,Sales,21,2,Medical,3,Female,3,Sales Representative,4,Married,2973,21222,5,2,10,3,3
53,Travel_Rarely,Research & Development,23,4,Life Sciences,4,Female,3,Research Director,4,Single,14275,20206,6,3,33,0,3
43,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Female,3,Healthcare Representative,4,Married,5562,21782,4,2,12,2,2
47,Travel_Rarely,Sales,2,2,Marketing,3,Female,3,Sales Executive,4,Married,4537,17783,0,1,8,2,3
37,Non-Travel,Sales,19,2,Medical,1,Male,3,Sales Executive,2,Single,7642,4814,1,4,10,2,3
50,Non-Travel,Research & Development,2,4,Life Sciences,1,Male,3,Manager,1,Divorced,17924,4544,1,4,31,3,3
39,Travel_Rarely,Human Resources,2,3,Life Sciences,4,Female,2,Human Resources,4,Married,5204,7790,8,3,13,2,3
33,Travel_Rarely,Human Resources,3,2,Human Resources,4,Male,3,Human Resources,2,Divorced,2277,22650,3,3,7,4,4
32,Travel_Rarely,Research & Development,25,4,Life Sciences,1,Male,3,Laboratory Technician,4,Single,2795,18016,1,3,1,2,1
29,Travel_Rarely,Research & Development,7,1,Medical,1,Female,2,Laboratory Technician,4,Divorced,2532,6054,6,3,8,5,3
44,Travel_Rarely,Research & Development,9,2,Life Sciences,2,Male,3,Research Scientist,1,Married,2559,7508,1,4,8,0,3
28,Travel_Rarely,Sales,5,4,Medical,1,Male,3,Sales Executive,4,Single,4908,24252,1,2,4,3,3
58,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,2,Laboratory Technician,4,Divorced,2380,13384,9,4,3,3,2
43,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Female,3,Manufacturing Director,2,Divorced,4765,23814,4,3,4,2,4
20,Travel_Rarely,Sales,2,3,Medical,3,Female,2,Sales Representative,3,Single,2044,22052,1,4,2,3,2
21,Travel_Rarely,Research & Development,18,1,Other,4,Female,3,Research Scientist,4,Single,2693,8870,1,1,1,3,2
36,Travel_Rarely,Research & Development,14,1,Life Sciences,3,Male,3,Healthcare Representative,4,Married,6586,4821,0,1,17,2,2
47,Travel_Rarely,Sales,2,4,Life Sciences,4,Female,2,Sales Representative,4,Single,3294,13137,1,1,3,3,2
22,Travel_Rarely,Research & Development,3,1,Life Sciences,2,Female,3,Manufacturing Director,3,Married,4171,10022,0,1,4,3,4
41,Travel_Rarely,Research & Development,2,4,Life Sciences,2,Female,1,Laboratory Technician,4,Divorced,2778,17725,4,3,10,1,2
28,Travel_Rarely,Research & Development,9,3,Medical,3,Female,3,Research Scientist,3,Divorced,2377,9834,5,2,6,2,3
39,Travel_Rarely,Research & Development,6,3,Medical,4,Male,3,Laboratory Technician,1,Married,2404,4303,7,4,8,2,1
27,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Female,3,Research Scientist,3,Single,2318,17808,1,3,1,2,3
